region,distrito,municipio_escolar,codigo_escuela,nombre_escuela,matricula5_17,matricula5_17bnp
MAYAGUEZ,CABO ROJO,SABANA GRANDE,48264,LUIS NEGRON LOPEZ,513,363
MAYAGUEZ,CABO ROJO,SAN GERMAN,43166,AMINA TIO DE MALARET,222,154
MAYAGUEZ,CABO ROJO,SAN GERMAN,43174,ANTONIA MARTINEZ,158,128
MAYAGUEZ,CABO ROJO,SAN GERMAN,43224,JULIO VICTOR GUZMAN,447,343
MAYAGUEZ,CABO ROJO,SAN GERMAN,43240,LUIS MUNOZ RIVERA,82,63
MAYAGUEZ,CABO ROJO,SAN GERMAN,43257,GEORGINA ALVARADO,163,120
MAYAGUEZ,CABO ROJO,SAN GERMAN,43273,BARTOLOME DE LAS CASAS,145,117
MAYAGUEZ,CABO ROJO,SAN GERMAN,43299,MARIANO ABRIL,114,96
MAYAGUEZ,CABO ROJO,SAN GERMAN,43307,HERMINIA C. RAMIREZ,151,119
MAYAGUEZ,CABO ROJO,SAN GERMAN,43315,LOLA RODRIGUEZ DE TIO,678,487
MAYAGUEZ,CABO ROJO,SAN GERMAN,43323,HENRY W. LONGFELLOW,416,332
MAYAGUEZ,CABO ROJO,SAN GERMAN,43380,S. U. FEDERICO DEGETAU,178,143
MAYAGUEZ,CABO ROJO,SAN GERMAN,43398,S. U. FRANCISCO M. QUINONES,359,278
MAYAGUEZ,CABO ROJO,SAN GERMAN,43406,LAURA MERCADO (ESPECIALIZADA),331,267
MAYAGUEZ,CABO ROJO,SAN GERMAN,43414,S. U. GALO ROSADO,222,165
MAYAGUEZ,CABO ROJO,SAN GERMAN,47605,CARMEN BORRAS BATISTINI,87,73
MAYAGUEZ,MAYAGUEZ,HORMIGUEROS,41061,SEGUNDO RUIZ BELVIS,520,311
MAYAGUEZ,MAYAGUEZ,HORMIGUEROS,41103,RAFAEL HERNANDEZ,181,153
MAYAGUEZ,MAYAGUEZ,HORMIGUEROS,41111,MIGUEL A. RIVERA,132,86
MAYAGUEZ,MAYAGUEZ,HORMIGUEROS,41129,ANA PAGAN DE RODRIGUEZ,188,146
MAYAGUEZ,MAYAGUEZ,HORMIGUEROS,44891,S. U. ALFREDO DORRINGTON,380,258
MAYAGUEZ,MAYAGUEZ,HORMIGUEROS,46052,RAMON E. RODRIGUEZ,502,356
MAYAGUEZ,MAYAGUEZ,HORMIGUEROS,48017,ELEMENTAL NUEVA,355,261
MAYAGUEZ,MAYAGUEZ,LAS MARIAS,41632,BRYAN,103,93
MAYAGUEZ,MAYAGUEZ,LAS MARIAS,41699,CONSUMO,130,92
MAYAGUEZ,MAYAGUEZ,LAS MARIAS,41814,S. U. LAURO GONZALEZ,325,252
MAYAGUEZ,MAYAGUEZ,LAS MARIAS,41822,FORTUNADO JORGE CARDONA,155,134
MAYAGUEZ,MAYAGUEZ,LAS MARIAS,46219,EVA Y PATRIA CUSTODIO,233,176
MAYAGUEZ,MAYAGUEZ,LAS MARIAS,47555,LUIS SANTALIZ CAPESTANY,267,188
MAYAGUEZ,MAYAGUEZ,LAS MARIAS,47977,EUGENIO MARIA DE  HOSTOS,213,179
MAYAGUEZ,MAYAGUEZ,MARICAO,41855,MARIANA BRACETTI,155,114
MAYAGUEZ,MAYAGUEZ,MARICAO,41913,INDIERA FRIA,68,59
MAYAGUEZ,MAYAGUEZ,MARICAO,41921,RAUL IBARRA,191,148
MAYAGUEZ,MAYAGUEZ,MARICAO,41954,S. U. FRANCISCO VINCENTY,123,117
MAYAGUEZ,MAYAGUEZ,MARICAO,45641,LA CARMEN,105,84
MAYAGUEZ,MAYAGUEZ,MARICAO,47639,SUPERIOR URBANA,197,146
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,42002,FEDERICO ASENJO,111,100
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,42028,CASTILLO,122,103
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,42036,CHARLES T. IRIZARRY,87,83
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,42069,CUESTA DE PIEDRA,190,154
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,42077,PEDRO PEREA FAJARDO,979,801
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,42085,SEGUNDO RUIZ BELVIS,163,150
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,42119,DAVID G. FARRAGUT,310,275
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,42135,FRANCISCO VINCENTY,174,159
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,42143,FRANKLIN D. ROOSEVELT,190,182
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,42176,JOSE GAUTIER BENITEZ,273,238
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,42234,S. U. FELISA RINCON DE GAUTIER (S.U. LIMON),122,110
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,42242,LUIS MUNOZ RIVERA,371,279
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,42259,OLGA MAS RAMIREZ,155,121
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,42267,MANUEL A. BARRETO,244,214
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,42275,MANUEL FERNANDEZ JUNCOS,103,86
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,42283,MARIANO RIERA PALMER,169,140
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,42317,MIRADERO 2,116,102
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,42341,LA SOLEDAD,141,122
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,42374,RAFAEL CORDERO MOLINA,192,151
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,42390,RAFAEL MARTINEZ NADAL,215,171
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,42408,RAMON VALLE SEDA,168,168
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,42424,RIO CANAS ARRIBA,86,63
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,42432,CONSUELO PEREZ CINTRON,79,72
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,42457,S. U. SABANETAS MANI,231,186
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,42465,THEODORE ROOSEVELT,269,216
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,44545,MARIA D. FARIA,318,295
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,44560,CENTRO RES. OPORTUNIDADES EDUC. (ESPECIALIZADA),143,45
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,44834,CONCORDIA,151,141
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,44842,MARIA L. ARCELAY,169,167
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,45955,ELPIDIO H. RIVERA,439,382
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,47084,ESTEBAN ROSADO BAEZ,194,157
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,47571,RIO CANAS ABAJO,404,324
MAYAGUEZ,MAYAGUEZ,MAYAGUEZ,48298,EUGENIO MARIA DE HOSTOS,869,619
MAYAGUEZ,SAN SEBASTIAN,ISABELA,15206,MANUEL CORCHADO Y JUARBE,238,214
MAYAGUEZ,SAN SEBASTIAN,ISABELA,15214,JOSE J. ACOSTA,177,140
MAYAGUEZ,SAN SEBASTIAN,ISABELA,15222,EMILIA CASTILLO VDA. ABREU,361,279
MAYAGUEZ,SAN SEBASTIAN,ISABELA,15230,LUIS MUNOZ RIVERA,401,305
MAYAGUEZ,SAN SEBASTIAN,ISABELA,15248,FRANCISCO MENDOZA,613,463
MAYAGUEZ,SAN SEBASTIAN,ISABELA,15255,JUAN B. HUYKE,128,101
MAYAGUEZ,SAN SEBASTIAN,ISABELA,15297,BERJAMIN CORCHADO JUARBE,173,142
MAYAGUEZ,SAN SEBASTIAN,ISABELA,15305,LA PLANTA,141,113
MAYAGUEZ,SAN SEBASTIAN,ISABELA,15321,NICANDRO GARCIA,131,118
MAYAGUEZ,SAN SEBASTIAN,ISABELA,15396,MATEO HERNANDEZ,208,169
MAYAGUEZ,SAN SEBASTIAN,ISABELA,15404,EPIFANIO ESTRADA,171,132
MAYAGUEZ,SAN SEBASTIAN,ISABELA,15412,GLORIA GONZALEZ   (LAS CRUCES),116,100
MAYAGUEZ,SAN SEBASTIAN,ISABELA,15420,GRACIELINA ROSADSO ALFARO,132,125
MAYAGUEZ,SAN SEBASTIAN,ISABELA,15438,ANTONIO GEIGEL PAREDES,288,214
MAYAGUEZ,SAN SEBASTIAN,ISABELA,15446,JOSE C. ROSARIO,502,388
MAYAGUEZ,SAN SEBASTIAN,ISABELA,15453,S. U. JOSE A VARGAS,322,225
MAYAGUEZ,SAN SEBASTIAN,ISABELA,15750,IRMA DELIZ DE MUNOZ,336,251
MAYAGUEZ,SAN SEBASTIAN,ISABELA,15792,DR. HERIBERTO DOMENECH,534,351
MAYAGUEZ,SAN SEBASTIAN,ISABELA,17657,CEFERINA CORDERO,130,95
MAYAGUEZ,SAN SEBASTIAN,MOCA,42473,LUIS COLON (ADOLFO BABILONIA),373,309
MAYAGUEZ,SAN SEBASTIAN,MOCA,42481,S. U. ARISTIDES MAISONAVE,247,214
MAYAGUEZ,SAN SEBASTIAN,MOCA,42523,ANTONIO S. PEDREIRA,241,184
MAYAGUEZ,SAN SEBASTIAN,MOCA,42531,NARCISO BOSQUES SOTO,98,81
MAYAGUEZ,SAN SEBASTIAN,MOCA,42564,CERRO GORDO LAOS,89,72
MAYAGUEZ,SAN SEBASTIAN,MOCA,42572,CERRO GORDO MEDINA,127,108
MAYAGUEZ,SAN SEBASTIAN,MOCA,42697,GEORGE WASHINGTON,129,95
MAYAGUEZ,SAN SEBASTIAN,MOCA,42705,LAS LOMAS,120,104
MAYAGUEZ,SAN SEBASTIAN,MOCA,42713,BASILIO CHARENCO (MARIAS I),115,106
MAYAGUEZ,SAN SEBASTIAN,MOCA,42739,MARIAS III,136,109
MAYAGUEZ,SAN SEBASTIAN,MOCA,42747,JULIO BABILONIA,80,61
MAYAGUEZ,SAN SEBASTIAN,MOCA,42770,TOMAS VERA AYALA,146,122
MAYAGUEZ,SAN SEBASTIAN,MOCA,42804,ELEMENTAL  J. DE DIOS QUINONES,316,260
MAYAGUEZ,SAN SEBASTIAN,MOCA,42812,S. U. CUCHILLAS,303,274
MAYAGUEZ,SAN SEBASTIAN,MOCA,46003,EFRAIN SANCHEZ HIDALGO INTERMEDIA,490,349
MAYAGUEZ,SAN SEBASTIAN,MOCA,46334,MARCELINO RODRIGUEZ ROMAN,432,306
MAYAGUEZ,SAN SEBASTIAN,MOCA,47894,CATALINA MORALES DE FLORES,805,528
MAYAGUEZ,SAN SEBASTIAN,SAN SEBASTIAN,43448,INES MENDOZA (MIRABALES MENDOZA),121,103
MAYAGUEZ,SAN SEBASTIAN,SAN SEBASTIAN,43455,AIBONITO BELTRAN,114,96
MAYAGUEZ,SAN SEBASTIAN,SAN SEBASTIAN,43471,ANGEL GUERRERO(AIBONITO GUERRERO),107,84
MAYAGUEZ,SAN SEBASTIAN,SAN SEBASTIAN,43489,PABLO CARDONA (ALTOZANO),144,120
MAYAGUEZ,SAN SEBASTIAN,SAN SEBASTIAN,43505,AUREA FUENTES (CALABAZAS INFANTES,84,77
MAYAGUEZ,SAN SEBASTIAN,SAN SEBASTIAN,43539,FRANCISCO LUGO (CULEBRINAS),99,79
MAYAGUEZ,SAN SEBASTIAN,SAN SEBASTIAN,43547,JUANA B GUZMAN ( GUACIO),101,69
MAYAGUEZ,SAN SEBASTIAN,SAN SEBASTIAN,43612,JOAQUIN ORONOZ RONDON,164,114
MAYAGUEZ,SAN SEBASTIAN,SAN SEBASTIAN,43620,MINIMA ORONOZ,113,97
MAYAGUEZ,SAN SEBASTIAN,SAN SEBASTIAN,43646,NARCISO RABELL CABRERO,253,216
MAYAGUEZ,SAN SEBASTIAN,SAN SEBASTIAN,43679,DON AGUSTIN ACEVEDO HERNANDEZ,191,110
MAYAGUEZ,SAN SEBASTIAN,SAN SEBASTIAN,43711,MARIA S. DEL RIO,109,75
MAYAGUEZ,SAN SEBASTIAN,SAN SEBASTIAN,43729,S. U. BERNALDO MENDEZ JIMENEZ,653,491
MAYAGUEZ,SAN SEBASTIAN,SAN SEBASTIAN,43737,S. U. JUAN CARDONA,125,101
MAYAGUEZ,SAN SEBASTIAN,SAN SEBASTIAN,43745,S. U. MAXIMINO A. SALAS,340,267
MAYAGUEZ,SAN SEBASTIAN,SAN SEBASTIAN,43752,S. U. CARMELO SERRANO CUBANO,419,311
MAYAGUEZ,SAN SEBASTIAN,SAN SEBASTIAN,43794,RAMON M .TORRES,301,239
MAYAGUEZ,SAN SEBASTIAN,SAN SEBASTIAN,46201,EMILIO SCHARON RODRIGUEZ,258,224
MAYAGUEZ,SAN SEBASTIAN,SAN SEBASTIAN,46805,ERNESTINA MENDEZ,507,351
MAYAGUEZ,SAN SEBASTIAN,SAN SEBASTIAN,47126,PATRIA LATORRE RAMIREZ,693,404
MAYAGUEZ,SAN SEBASTIAN,SAN SEBASTIAN,47902,SUPERIOR  VOC. MANUEL M. LICIAGA,895,696
MAYAGUEZ,SAN SEBASTIAN,SAN SEBASTIAN,48025,AURORA MENDEZ CHARNECO,397,301
PONCE,PONCE,PONCE I,51987,ROMAN BALDORIOTY DE CASTRO,140,129
PONCE,PONCE,PONCE I,52027,CERRILLOS HOYOS,131,108
PONCE,PONCE,PONCE I,52084,DR. JOSE CELSO BARBOSA,174,160
PONCE,PONCE,PONCE I,52134,JOSE GAUTIER BENITEZ,304,247
PONCE,PONCE,PONCE I,52233,JOSE JULIAN ACOSTA,133,91
PONCE,PONCE,PONCE I,52266,JUAN MORELL CAMPOS ELEMENTAL,150,136
PONCE,PONCE,PONCE I,52274,SUPERIOR JUAN SERRALES,429,335
PONCE,PONCE,PONCE I,52308,ANSELMO RIVERA MATOS,116,91
PONCE,PONCE,PONCE I,52324,LAS MONJITAS,165,138
PONCE,PONCE,PONCE I,52373,LUIS MUNOZ RIVERA I,127,95
PONCE,PONCE,PONCE I,52381,LUIS MUNOZ RIVERA II,223,181
PONCE,PONCE,PONCE I,52506,PEDRO J. FOURNIER,107,85
PONCE,PONCE,PONCE I,52555,RAMON MARIN,128,106
PONCE,PONCE,PONCE I,52571,RODULFO DEL VALLE,219,214
PONCE,PONCE,PONCE I,52704,JULIO COLLAZO,190,155
PONCE,PONCE,PONCE I,52712,THOMAS ARMSTRONG TORO (ESPECIALIZADA),146,78
PONCE,PONCE,PONCE I,52720,TOMAS CARRION MADURO,260,198
PONCE,PONCE,PONCE I,54288,ERNESTO RAMOS ANTONINI,128,123
PONCE,PONCE,PONCE I,54635,HERMINIA GARCIA,395,286
PONCE,PONCE,PONCE I,54957,PARCELAS REAL,82,67
PONCE,PONCE,PONCE I,55871,ANTONIO PAOLI,308,268
PONCE,PONCE,PONCE I,56093,LLANOS DEL SUR,519,416
PONCE,PONCE,PONCE I,56101,MANUEL GONZALEZ PATO,527,455
PONCE,PONCE,PONCE I,56424,INTERMEDIA JARDINES DE PONCE,580,498
PONCE,PONCE,PONCE I,56432,SUPERIOR JARDINES DE PONCE,595,488
PONCE,PONCE,PONCE I,57026,SANTA TERESITA,343,298
PONCE,PONCE,PONCE I,57562,INTERMEDIA JUAN SERRALLES,491,364
PONCE,PONCE,PONCE II,52092,DR. RAFAEL LOPEZ NUSSA,142,121
PONCE,PONCE,PONCE II,52142,HEMETERIO COLON,344,231
PONCE,PONCE,PONCE II,52167,FEDERICO DEGETAU,207,187
PONCE,PONCE,PONCE II,52175,JOAQUIN FERRAN,136,128
PONCE,PONCE,PONCE II,52183,CAPITANEJO,191,159
PONCE,PONCE,PONCE II,52357,ABRAHAN LINCOLN,255,214
PONCE,PONCE,PONCE II,52423,OLIMPO OTERO,119,104
PONCE,PONCE,PONCE II,52449,PARCELAS MAGUEYES,149,125
PONCE,PONCE,PONCE II,52456,FRANCISCO PARRA DUPERON,170,136
PONCE,PONCE,PONCE II,52514,PONCE HIGH,990,808
PONCE,PONCE,PONCE II,52522,DR. RAFAEL PUJALS,390,345
PONCE,PONCE,PONCE II,52548,RAMIRO COLON COLON,230,200
PONCE,PONCE,PONCE II,52621,ISMAEL MALDONADO,270,242
PONCE,PONCE,PONCE II,54247,LIBRADO NET,289,220
PONCE,PONCE,PONCE II,54502,JOSEFINA BOYA LEON,404,283
PONCE,PONCE,PONCE II,54940,ANDRES GRILLASCA,338,303
PONCE,PONCE,PONCE II,54965,PARCELAS MARUENO,102,90
PONCE,PONCE,PONCE II,55483,ANGELA CORDERO BERNARD,824,505
PONCE,PONCE,PONCE II,56069,BETHSAIDA VELAZQUEZ ANDUJAR,285,227
PONCE,PONCE,PONCE II,56085,INTERMEDIA  SOR ISOLINA FERRE (VILLA DEL CARMEN),415,325
PONCE,PONCE,PONCE II,57018,AUREA E. RIVERA COLLAZO,302,218
PONCE,PONCE,PONCE III,52050,FERNANDO LUIS MALAVE OLIVERA,518,447
PONCE,PONCE,PONCE III,52076,DR. RAMON E. BETANCES,94,74
PONCE,PONCE,PONCE III,52118,EDUARDO NEUMANN GANDIA,217,198
PONCE,PONCE,PONCE III,52225,JAIME L. DREW,352,324
PONCE,PONCE,PONCE III,52258,JUAN CUEVAS ABOY,329,270
PONCE,PONCE,PONCE III,52340,LIZZIE GRAHAM,183,165
PONCE,PONCE,PONCE III,52365,LUCY GRILLASCA,284,229
PONCE,PONCE,PONCE III,52431,EUGENIO MARIA DE HOSTOS,163,159
PONCE,PONCE,PONCE III,52464,JULIA CORDERO NEGRON,183,163
PONCE,PONCE,PONCE III,52530,CARMEN MEDINA ANAYA,92,79
PONCE,PONCE,PONCE III,52589,SEGUNDO RUIZ BELVIS,190,178
PONCE,PONCE,PONCE III,52613,S. U. ROSARIO LATORRE MORALES,66,61
PONCE,PONCE,PONCE III,52688,DR. PILA,504,416
PONCE,PONCE,PONCE III,52696,BERNARDINO CORDERO BERNARD,643,504
PONCE,PONCE,PONCE III,54866,DR. ALFREDO AGUAYO,130,126
PONCE,PONCE,PONCE III,55475,JULIO ALVARADO,402,361
PONCE,PONCE,PONCE III,56440,EUGENIO LECOMBE(INT. DELICIAS),510,423
PONCE,PONCE,PONCE III,57182,CARMEN SOLA DE PEDREIRA,386,304
PONCE,PONCE,PONCE III,57299,PEDRO ALBIZU CAMPOS,334,307
PONCE,PONCE,PONCE III,58511,LILA MERCEDES MAYORAL WIRSHING,338,289
PONCE,SANTA ISABEL,COAMO,50443,S. U. EUGENIO NAZARIO SOTO,271,210
PONCE,SANTA ISABEL,COAMO,50468,RAMON JOSE DAVILA,621,404
PONCE,SANTA ISABEL,COAMO,50492,BENJAMIN FRANKLIN,368,299
PONCE,SANTA ISABEL,COAMO,50500,JOSE RAMON RODRIGUEZ,338,292
PONCE,SANTA ISABEL,COAMO,50526,SUSANA RIVERA,364,235
PONCE,SANTA ISABEL,COAMO,50542,PURIFICACION RODRIGUEZ,338,232
PONCE,SANTA ISABEL,COAMO,50559,BENIGNA INES CARATINI ESPARRA,170,115
PONCE,SANTA ISABEL,COAMO,50591,AURELIA QUINTERO LABOY,138,97
PONCE,SANTA ISABEL,COAMO,50609,S. U. RIO JUEYES,318,234
PONCE,SANTA ISABEL,COAMO,50617,RUFINO HUERTAS,184,119
PONCE,SANTA ISABEL,COAMO,50633,S. U. ENRIQUE COLON,180,156
PONCE,SANTA ISABEL,COAMO,50641,ANASTASIO SANTIAGO,107,76
PONCE,SANTA ISABEL,COAMO,50658,HILDA RAQUEL MATEO (SANTA ANA),144,114
PONCE,SANTA ISABEL,COAMO,50666,S. U. MANUEL CANDANEDO,195,160
PONCE,SANTA ISABEL,COAMO,55350,FLORENCIO SANTIAGO,465,307
PONCE,SANTA ISABEL,COAMO,56226,JOSE FELIPE ZAYAS,708,496
PONCE,SANTA ISABEL,COAMO,57828,HERMINIO W. SANTAELLA,225,156
PONCE,SANTA ISABEL,COAMO,58131,JOSE M ESPADA,371,292
PONCE,SANTA ISABEL,COAMO,58248,SABINO RIVERA BERRIOS,111,89
PONCE,SANTA ISABEL,JUANA DIAZ,51540,SANTIAGO COLLAZO PEREZ,207,156
PONCE,SANTA ISABEL,JUANA DIAZ,51565,CARMEN FLORES,166,115
PONCE,SANTA ISABEL,JUANA DIAZ,51581,FRANCISCO ZENON LAPORTE,141,89
PONCE,SANTA ISABEL,JUANA DIAZ,51631,FELIPE COLON DIAZ,665,480
PONCE,SANTA ISABEL,JUANA DIAZ,51656,RUTHFORD B HAYES,332,240
PONCE,SANTA ISABEL,JUANA DIAZ,51680,JUANITA RIVERA,150,99
PONCE,SANTA ISABEL,JUANA DIAZ,51698,LUIS LLORENS TORRES,565,385
PONCE,SANTA ISABEL,JUANA DIAZ,51706,MANUEL FERNANDEZ JUNCOS ,308,242
PONCE,SANTA ISABEL,JUANA DIAZ,51763,LUIS MUNOZ MARIN,236,184
PONCE,SANTA ISABEL,JUANA DIAZ,51789,S. U. TOMAS CARRION MADURO,190,138
PONCE,SANTA ISABEL,JUANA DIAZ,51797,S. U. ZOILO GRACIA,302,261
PONCE,SANTA ISABEL,JUANA DIAZ,51813,INTERMEDIA SALVADOR BUSQUETS,210,179
PONCE,SANTA ISABEL,JUANA DIAZ,54817,ROSA MARIA ZAMBRANA,84,57
PONCE,SANTA ISABEL,JUANA DIAZ,54916,JOSE A. GONZALES,147,126
PONCE,SANTA ISABEL,JUANA DIAZ,55731,JUAN SERAPIO MANGUAL,271,211
PONCE,SANTA ISABEL,JUANA DIAZ,55889,PEDRO ALBIZU CAMPOS,268,205
PONCE,SANTA ISABEL,JUANA DIAZ,56119,CARMEN BELEN VEIGA,551,366
PONCE,SANTA ISABEL,JUANA DIAZ,57877,DR. MAXIMO DONOSO SANCHEZ,502,375
PONCE,SANTA ISABEL,JUANA DIAZ,58172,PEDRO COLON SANTIAGO,463,368
PONCE,SANTA ISABEL,JUANA DIAZ,58255,FRANCISCO PRADO PICART,298,237
PONCE,SANTA ISABEL,SANTA ISABEL,52944,MARTIN G. BRUMBAUGH,127,123
PONCE,SANTA ISABEL,SANTA ISABEL,52969,APOLONIA VALENTIN    (FELICIA),151,81
PONCE,SANTA ISABEL,SANTA ISABEL,52985,ANA VALLDEJULY (JAUCA),165,125
PONCE,SANTA ISABEL,SANTA ISABEL,52993,JOHN F. KENNEDY,168,138
PONCE,SANTA ISABEL,SANTA ISABEL,53009,MANUEL MARTIN MONSERRATE,472,393
PONCE,SANTA ISABEL,SANTA ISABEL,53017,FELICITA OLIVIERI SANTINI (OLLAS),78,66
PONCE,SANTA ISABEL,SANTA ISABEL,53025,ESTHER RIVERA(PASO SECO),212,152
PONCE,SANTA ISABEL,SANTA ISABEL,53033,EMILIO CASAS (PENUELAS),92,65
PONCE,SANTA ISABEL,SANTA ISABEL,53041,PLAYA,81,58
PONCE,SANTA ISABEL,SANTA ISABEL,53058,S. U. PLAYITA DE CORTADA,352,274
PONCE,SANTA ISABEL,SANTA ISABEL,53066,ANA L ROSA TRICOCHE (VELAZQUEZ),119,92
PONCE,SANTA ISABEL,SANTA ISABEL,57703,ELVIRA M. COLON NEGRON,554,451
PONCE,SANTA ISABEL,VILLALBA,53090,JOHNNY E. LABOY,140,102
PONCE,SANTA ISABEL,VILLALBA,53116,ELADIA CORREA MORALES (CERRO GORDO),80,63
PONCE,SANTA ISABEL,VILLALBA,53132,S. U. ALFREDO BOCACHICA,449,354
PONCE,SANTA ISABEL,VILLALBA,53140,S. U. HATILLO,390,310
PONCE,SANTA ISABEL,VILLALBA,53157,ELADIO ROSA ROMERO,182,125
PONCE,SANTA ISABEL,VILLALBA,53173,S. U. JOSE GONZALEZ GINORIO,293,195
PONCE,SANTA ISABEL,VILLALBA,53199,LIMON,86,63
PONCE,SANTA ISABEL,VILLALBA,53215,AUREA GINESTRE,86,65
PONCE,SANTA ISABEL,VILLALBA,53256,FRANCISCO ZAYAS SANTANA,434,267
PONCE,SANTA ISABEL,VILLALBA,53280,WALTER MCJONES,473,387
PONCE,SANTA ISABEL,VILLALBA,56077,NORMA I. TORRES COLON,245,196
PONCE,SANTA ISABEL,VILLALBA,58180,LYSANDER BORRERO TERRY,892,570
PONCE,SANTA ISABEL,VILLALBA,58263,DANIEL SERRANO RIVERA,407,255
PONCE,SANTA ISABEL,VILLALBA,58495,RAMON LOPEZ BERRIOS,165,93
PONCE,SANTA ISABEL,VILLALBA,58503,SUPERIOR NUEVA,277,196
PONCE,UTUADO,ADJUNTAS,50104,FRANCISCO PIETRI MARIANI,96,82
PONCE,UTUADO,ADJUNTAS,50179,JOSE PILAR GONZALEZ,148,116
PONCE,UTUADO,ADJUNTAS,50187,JUAN GARRASTEGUI,124,102
PONCE,UTUADO,ADJUNTAS,50229,S. U. HECTOR I. RIVERA,174,152
PONCE,UTUADO,ADJUNTAS,50252,DOMINGO MASSOL,122,110
PONCE,UTUADO,ADJUNTAS,50260,ANGEL A. MALDONADO,100,90
PONCE,UTUADO,ADJUNTAS,50286,TELESFORO VELEZ OLIVER,128,104
PONCE,UTUADO,ADJUNTAS,50294,JOSE EMILIO LUGO,528,407
PONCE,UTUADO,ADJUNTAS,54551,RAFAEL APARICIO JIMENEZ,539,428
PONCE,UTUADO,ADJUNTAS,54882,WASHINGTON IRVING,227,192
PONCE,UTUADO,ADJUNTAS,58081,ELEMENTAL DOMINGO PIETRI RUIZ,213,162
PONCE,UTUADO,JAYUYA,51342,ELEMENTAL  URBANA I(JAYUYA),233,167
PONCE,UTUADO,JAYUYA,51367,AGUSTIN ORTIZ RIVERA,196,144
PONCE,UTUADO,JAYUYA,51375,MIGUEL SASTRE OLIVER,136,101
PONCE,UTUADO,JAYUYA,51425,RAFAEL MARTINEZ NADAL,134,101
PONCE,UTUADO,JAYUYA,51433,S. U. NEMESIO R. CANALES,265,218
PONCE,UTUADO,JAYUYA,51441,S. U. ANTONIO ROMERO MUNIZ,253,215
PONCE,UTUADO,JAYUYA,51458,S. U. ANTONIA SERRANO GONZALEZ,248,217
PONCE,UTUADO,JAYUYA,51482,SAN PATRICIO,113,101
PONCE,UTUADO,JAYUYA,51508,ANGELA CALVANI,213,160
PONCE,UTUADO,JAYUYA,54619,JOSEFINA LEON ZAYAS,698,519
PONCE,UTUADO,JAYUYA,58594,ADRIAN TORRES TORRES,393,281
PONCE,UTUADO,UTUADO,12955,ANGELES EL CORCHO,108,83
PONCE,UTUADO,UTUADO,13094,CARMEN APONTE SANTIAGO (CAYUCO),125,93
PONCE,UTUADO,UTUADO,13144,FELIX SEIJO,167,137
PONCE,UTUADO,UTUADO,13151,FRANCISCO RAMOS,645,507
PONCE,UTUADO,UTUADO,13235,PASO PALMA I,76,71
PONCE,UTUADO,UTUADO,13318,JOSE VIZCARRONDO (SU ANGELES),231,182
PONCE,UTUADO,UTUADO,13326,S. U. FRANCISCO JORDAN,257,203
PONCE,UTUADO,UTUADO,13334,S. U. MARTA LAFONTAINE,158,142
PONCE,UTUADO,UTUADO,13342,ANTONIO TULLA TORRES,205,184
PONCE,UTUADO,UTUADO,13359,INOCENCIO A. MONTERO,359,262
PONCE,UTUADO,UTUADO,13375,ISABEL M. RIVERA,84,66
PONCE,UTUADO,UTUADO,13391,BERNARDO GONZALEZ COLON,469,369
PONCE,UTUADO,UTUADO,13425,LUIS MUNOZ RIVERA,533,370
PONCE,UTUADO,UTUADO,14373,MARIA LIBERTAD GOMEZ,149,139
PONCE,UTUADO,UTUADO,16220,JUDITH A. VIVAS,451,333
PONCE,UTUADO,UTUADO,17707,DR.EFRAIN GONZALEZ TEJERA,159,117
PONCE,UTUADO,UTUADO,17863,NUEVA SUPERIOR VOCACIONAL,450,352
